date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:19:47	10056/10056	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202016%2010:11:28%20GMT	http://credal.devv.website/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://credal.devv.website/)
15:19:48	1045/1045	---M--	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2000:49:12%20GMT	http://credal.devv.website/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-includes/wlwmanifest.xml	(from http://credal.devv.website/)
15:19:49	848/848	---MC-	200	added ('OK')	text/xml	date:Fri,%2023%20Nov%202018%2011:19:45%20GMT	http://credal.devv.website/xmlrpc.php?rsd	C:/My%20Web%20Sites/Credal/credal.devv.website/xmlrpc0db0.php	(from http://credal.devv.website/)
15:19:50	2176/2176	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Nov%202018%2011:19:49%20GMT	http://credal.devv.website/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcredal.devv.website%2F	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-json/oembed/1.0/embed97bb.json	(from http://credal.devv.website/)
15:19:50	2275/2275	---MC-	200	added ('OK')	text/xml	date:Fri,%2023%20Nov%202018%2011:19:50%20GMT	http://credal.devv.website/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcredal.devv.website%2F&format=xml	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-json/oembed/1.0/embeda585	(from http://credal.devv.website/)
15:19:51	1502/1502	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2020:15:08%20GMT	http://credal.devv.website/wp-content/uploads/2018/10/favicon.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/uploads/2018/10/favicon.png	(from http://credal.devv.website/)
15:19:55	54210/54210	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Nov%202018%2011:19:48%20GMT	http://credal.devv.website/wp-json/	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-json/index.html	(from http://credal.devv.website/)
15:19:55	28333/28333	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2022:19:16%20GMT	http://credal.devv.website/wp-content/uploads/2018/10/banner-min.png?id=44	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/uploads/2018/10/banner-mina916.png	(from http://credal.devv.website/)
15:19:56	29579/29579	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2020:13:56%20GMT	http://credal.devv.website/wp-content/uploads/2018/10/logo.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/uploads/2018/10/logo.png	(from http://credal.devv.website/)
15:19:56	30258/30258	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Nov%202018%2011:19:56%20GMT	http://credal.devv.website/what-we-do/	C:/My%20Web%20Sites/Credal/credal.devv.website/what-we-do/index.html	(from http://credal.devv.website/)
15:19:57	97184/97184	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20May%202016%2013:00:30%20GMT	http://credal.devv.website/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-includes/js/jquery/jqueryb8ff.js	(from http://credal.devv.website/)
15:19:57	26598/26598	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Nov%202018%2011:19:57%20GMT	http://credal.devv.website/our-people/	C:/My%20Web%20Sites/Credal/credal.devv.website/our-people/index.html	(from http://credal.devv.website/)
15:19:58	21646/21646	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Nov%202018%2011:19:57%20GMT	http://credal.devv.website/news-events/	C:/My%20Web%20Sites/Credal/credal.devv.website/news-events/index.html	(from http://credal.devv.website/)
15:19:58	26592/26592	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Nov%202018%2011:19:58%20GMT	http://credal.devv.website/contact/	C:/My%20Web%20Sites/Credal/credal.devv.website/contact/index.html	(from http://credal.devv.website/)
15:19:59	30876/30876	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Nov%202018%2011:19:59%20GMT	http://credal.devv.website/category/news/	C:/My%20Web%20Sites/Credal/credal.devv.website/category/news/index.html	(from http://credal.devv.website/)
15:19:59	30499/30499	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Oct%202018%2007:10:07%20GMT	http://credal.devv.website/wp-content/uploads/2018/10/news-section1.jpg	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/uploads/2018/10/news-section1.jpg	(from http://credal.devv.website/)
15:20:01	21066/21066	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/prettyphoto/css/prettyPhoto.min.css?ver=5.5.5	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/prettyphoto/css/prettyPhoto.min24b2.css	(from http://credal.devv.website/)
15:20:01	16585/16585	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Oct%202018%2007:10:08%20GMT	http://credal.devv.website/wp-content/uploads/2018/10/news-section3.jpg	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/uploads/2018/10/news-section3.jpg	(from http://credal.devv.website/)
15:20:01	5609/5609	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/owl-carousel2-dist/assets/owl.min.css?ver=5.5.5	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/owl-carousel2-dist/assets/owl.min24b2.css	(from http://credal.devv.website/)
15:20:02	21641/21641	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Nov%202018%2011:20:02%20GMT	http://credal.devv.website/terms-of-use/	C:/My%20Web%20Sites/Credal/credal.devv.website/terms-of-use/index.html	(from http://credal.devv.website/)
15:20:02	21621/21621	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Nov%202018%2011:20:02%20GMT	http://credal.devv.website/privacy/	C:/My%20Web%20Sites/Credal/credal.devv.website/privacy/index.html	(from http://credal.devv.website/)
15:20:03	53987/53987	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Oct%202018%2019:57:32%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=5.5.5	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min24b2.css	(from http://credal.devv.website/)
15:20:04	21645/21645	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Nov%202018%2011:20:03%20GMT	http://credal.devv.website/cookie-policy/	C:/My%20Web%20Sites/Credal/credal.devv.website/cookie-policy/index.html	(from http://credal.devv.website/)
15:20:04	29118/29118	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Oct%202018%2007:10:09%20GMT	http://credal.devv.website/wp-content/uploads/2018/10/news-section4.jpg	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/uploads/2018/10/news-section4.jpg	(from http://credal.devv.website/)
15:20:04	21645/21645	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Nov%202018%2011:20:04%20GMT	http://credal.devv.website/our-statement/	C:/My%20Web%20Sites/Credal/credal.devv.website/our-statement/index.html	(from http://credal.devv.website/)
15:20:05	59675/59675	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Oct%202018%2014:11:09%20GMT	http://credal.devv.website/wp-content/uploads/2018/10/news-section6.jpg	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/uploads/2018/10/news-section6.jpg	(from http://credal.devv.website/)
15:20:05	21641/21641	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Nov%202018%2011:20:05%20GMT	http://credal.devv.website/company-info/	C:/My%20Web%20Sites/Credal/credal.devv.website/company-info/index.html	(from http://credal.devv.website/)
15:20:05	21645/21645	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Nov%202018%2011:20:05%20GMT	http://credal.devv.website/accessibility/	C:/My%20Web%20Sites/Credal/credal.devv.website/accessibility/index.html	(from http://credal.devv.website/)
15:20:06	14710/14710	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Oct%202018%2020:50:20%20GMT	http://credal.devv.website/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.4	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/contact-form-7/includes/js/scripts5560.js	(from http://credal.devv.website/)
15:20:07	3532/3532	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/js/jquery.easing.1.3.js?ver=1.3	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/js/jquery.easing.1.34e44.js	(from http://credal.devv.website/)
15:20:08	17519/17519	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/js/jquery.mobile.customized.min.js?ver=1.4.5	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/js/jquery.mobile.customized.min47a7.js	(from http://credal.devv.website/)
15:20:09	2967/2967	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/js/navigation.js?ver=20151215	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/js/navigation4a7d.js	(from http://credal.devv.website/)
15:20:09	36868/36868	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/js/bootstrap.min.js?ver=3.3.7	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/js/bootstrap.min7433.js	(from http://credal.devv.website/)
15:20:10	683/683	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/js/skip-link-focus-fix.js?ver=20151215	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/js/skip-link-focus-fix4a7d.js	(from http://credal.devv.website/)
15:20:11	1595/1595	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/js/script.js?ver=1.0.0	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/js/script8a54.js	(from http://credal.devv.website/)
15:20:12	3191/3191	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Oct%202018%2020:44:26%20GMT	http://credal.devv.website/wp-content/plugins/page-links-to/js/new-tab.min.js?ver=3.0.0-beta.1	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/page-links-to/js/new-tab.minc439.js	(from http://credal.devv.website/)
15:20:12	40692/40692	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/js/camera.min.js?ver=1.3.4	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/js/camera.minc412.js	(from http://credal.devv.website/)
15:20:12	35503/35503	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.min.js?ver=5.5.5	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.min24b2.js	(from http://credal.devv.website/)
15:20:12	1398/1398	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Nov%202016%2018:38:34%20GMT	http://credal.devv.website/wp-includes/js/wp-embed.min.js?ver=4.9.8	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-includes/js/wp-embed.min5010.js	(from http://credal.devv.website/)
15:20:13	19706/19706	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2019:57:30%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.5.5	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min24b2.js	(from http://credal.devv.website/)
15:20:14	23819/23819	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/prettyphoto/js/jquery.prettyPhoto.min.js?ver=5.5.5	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/prettyphoto/js/jquery.prettyPhoto.min24b2.js	(from http://credal.devv.website/)
15:20:14	5277/5277	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/twbs-pagination/jquery.twbsPagination.min.js?ver=5.5.5	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/twbs-pagination/jquery.twbsPagination.min24b2.js	(from http://credal.devv.website/)
15:20:16	6949/6949	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/imagesloaded/imagesloaded.pkgd.min.js?ver=4.9.8	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/imagesloaded/imagesloaded.pkgd.min5010.js	(from http://credal.devv.website/)
15:20:17	41328/41328	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/owl-carousel2-dist/owl.carousel.min.js?ver=5.5.5	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/owl-carousel2-dist/owl.carousel.min24b2.js	(from http://credal.devv.website/)
15:20:17	8044/8044	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/waypoints/waypoints.min.js?ver=5.5.5	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/waypoints/waypoints.min24b2.js	(from http://credal.devv.website/)
15:20:17	16410/16410	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Feb%202016%2020:22:26%20GMT	http://credal.devv.website/wp-includes/js/underscore.min.js?ver=1.8.3	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-includes/js/underscore.min4511.js	(from http://credal.devv.website/)
15:20:19	847/847	---M--	200	added ('OK')	image/gif	date:Sat,%2013%20Oct%202018%2020:50:20%20GMT	http://credal.devv.website/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://credal.devv.website/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.4)
15:20:19	25528/25528	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Oct%202018%2019:57:30%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/js/dist/vc_grid.min.js?ver=5.5.5	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/js/dist/vc_grid.min24b2.js	(from http://credal.devv.website/)
15:20:32	102706/102706	---M--	200	added ('OK')	application/javascript	date:Sat,%2011%20Aug%202018%2022:16:40%20GMT	http://credal.devv.website/wp-content/themes/credal-child/js/html5lightbox.js	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal-child/js/html5lightbox.js	(from http://credal.devv.website/)
15:20:33	77160/77160	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5)
15:20:44	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5)
15:20:49	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5)
15:20:53	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5)
15:20:54	98024/98024	---M--	200	added ('OK')	font/woff	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5)
15:20:54	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regular.eot	(from http://credal.devv.website/wp-content/themes/credal/assets/css/bootstrap.min.css?ver=3.3.7)
15:20:56	18028/18028	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regular.woff2	(from http://credal.devv.website/wp-content/themes/credal/assets/css/bootstrap.min.css?ver=3.3.7)
15:20:57	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://credal.devv.website/wp-content/themes/credal/assets/css/bootstrap.min.css?ver=3.3.7)
15:21:00	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regular.svg	(from http://credal.devv.website/wp-content/themes/credal/assets/css/bootstrap.min.css?ver=3.3.7)
15:21:01	23424/23424	---M--	200	added ('OK')	font/woff	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regular.woff	(from http://credal.devv.website/wp-content/themes/credal/assets/css/bootstrap.min.css?ver=3.3.7)
15:21:01	1093/1093	---M--	200	added ('OK')	image/gif	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/blank.gif	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/blank.gif	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:03	9289/9289	---M--	200	added ('OK')	image/gif	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/camera-loader.gif	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/camera-loader.gif	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:05	23124/23124	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Nov%202018%2011:21:04%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay1.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay1.3b.delayed	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:05	165548/165548	---M--	200	added ('OK')	font/ttf	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5)
15:21:06	45404/45404	---M--	200	added ('OK')	font/ttf	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/fonts/glyphicons-halflings-regular.ttf	(from http://credal.devv.website/wp-content/themes/credal/assets/css/bootstrap.min.css?ver=3.3.7)
15:21:07	23124/23124	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Nov%202018%2011:21:06%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay2.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay2.3c.delayed	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:07	24198/24198	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2017:12:18%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/camera_skins.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/camera_skins.png	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
